BPM,Gaming,Concentration,Sleep,Exercise,Tiredness,Stress,Happiness
66.0419,7.0583,4.8082,7.3927,6.1536,5.0838,7.2505,5.4702
67.4825,8.2607,7.494,4.8607,7.0404,3.4152,5.278,3.2735
68.073,5.2731,6.5758,8.3395,7.4451,6.5851,0.4203,10.2115
71.8087,5.536,4.4447,4.5083,3.7186,5.187,4.3277,6.1534
72.0078,7.6564,4.5044,7.2125,4.1192,5.8219,4.777,8.3527
73.1197,6.1973,6.3923,7.4227,5.8303,2.7374,4.7373,2.9285
80.0941,10.1192,7.2388,7.3132,2.2002,1.5217,5.8596,4.2334
82.01,4.9123,6.2901,6.023,5.1023,6.4893,6.319,2.0742
88.4064,2.5711,5.4725,8.6408,3.4825,1.0937,7.7488,2.485
99.9,9.4138,5.3673,5.6206,3.6056,8.2524,3.2577,6.5973
89.8681,5.6466,7.0599,5.6717,2.8766,6.1378,2.5571,6.8094
74.3496,1.6833,5.6387,7.0672,3.6009,4.1695,6.8319,1.5483
120.2031,9.8335,6.0075,8.3726,1.9861,5.1643,5.446,10.1674
49.5046,1.1742,7.6669,7.8189,10.174,2.1258,3.4519,9.3153
109.6845,5.62,-0.0474,2.1171,-0.3703,9.5929,9.8748,0.0306
119.8406,10.3132,0.2379,0.0717,-0.2247,0.1793,10.4829,0.348
76.3834,5.3395,7.5447,8.1835,6.6357,7.3347,0.0006,9.4202
69.54,8.9399,4.0066,5.4299,3.6352,5.435,3.2383,6.1915
79.3525,10.4561,3.2139,7.8013,3.2884,7.8919,3.459,8.3293
65.6516,7.2412,4.8994,7.4887,6.1606,4.8582,6.5539,4.5406
66.9306,7.8114,7.0029,5.0931,7.2769,3.0103,4.8831,2.8934
68.3798,5.1019,7.2089,7.6511,6.6041,7.4546,0.3288,9.7052
71.7713,5.5284,4.1071,4.5801,4.3616,4.5622,3.5542,5.8718
72.1888,7.6495,5.3765,6.9076,4.3387,6.4633,5.4932,8.4116
73.084,6.1953,5.8007,6.8905,5.5985,2.8481,4.8002,3.2935
80.1049,10.4785,7.4678,6.9489,2.4009,2.0152,6.3492,3.5261
81.6558,4.5218,6.1429,5.8011,4.9843,6.4228,6.1457,2.1968
88.1203,3.0081,4.851,9.2439,3.3515,1.1073,7.5574,1.5435
100.1789,8.7837,4.8622,5.9555,3.642,7.5954,3.4229,7.1169
89.9665,6.4825,7.0076,5.8398,2.9939,6.0289,2.8161,7.1831
73.6443,2.0972,6.3084,6.5223,4.1646,3.7343,6.9836,2.0067
120.0004,9.506,6.2666,8.0214,1.6953,5.0319,5.3531,9.5543
49.7994,1.4686,8.1048,7.9146,9.5671,1.6826,3.3562,8.811
109.812,6.4463,0.2168,2.0745,0.3806,9.9582,10.2265,0.3255
119.7819,9.5156,-0.308,0.0399,-0.1018,0.3498,10.069,-0.4649
75.6196,4.8757,8.3709,7.5177,6.5028,7.0015,0.3804,8.9745
69.7149,9.4707,3.5181,5.4815,3.987,5.2519,3.2542,5.9299
79.0707,10.0172,3.439,8.3869,3.2661,7.8987,2.6341,8.0461
65.641,6.5886,4.6772,6.5987,6.2736,5.4547,7.2531,5.4282
66.7593,8.3653,6.7218,4.61,6.7365,3.1761,4.7001,3.3774
67.7392,4.8435,7.4421,8.2076,7.0154,6.6559,-0.0907,9.9976
72.4805,5.9937,3.9713,4.632,3.8144,5.4016,4.3761,5.8822
72.0778,8.2234,4.5073,7.1873,4.4547,6.3638,4.6311,7.55
72.7947,5.6897,6.03,6.562,6.4349,2.6755,4.9193,3.1781
79.9053,10.2402,6.5206,6.6912,1.7468,1.9899,5.7862,3.5941
81.672,5.2494,5.7177,5.9293,5.3063,6.2226,5.7523,1.7845
88.26,2.8484,5.2198,9.3533,2.705,1.4364,7.9023,2.2182
99.8882,8.9915,5.4337,6.312,3.5811,8.3618,3.4442,6.9433
90.1449,6.2396,7.0183,6.0014,3.269,6.0396,2.7715,7.3005
74.2363,1.7146,6.3879,7.3243,4.4169,4.3238,6.7808,1.902
119.8168,9.5567,6.1086,7.9865,1.5764,5.3664,5.2778,10.173
50.3304,0.6961,7.8203,8.4403,9.5677,1.6547,3.3826,9.092
110.2962,5.746,-0.0235,2.3541,-0.4046,9.7159,9.9288,-0.1691
119.6381,9.8334,0.0932,0.3585,-0.3055,0.2426,9.5518,-0.2122
75.9889,5.121,8.3088,8.0275,7.1298,6.7904,-0.2979,9.26
69.828,8.7496,4.1079,5.1138,4.4998,5.1119,2.9047,5.6092
78.6083,10.3822,3.2522,7.761,2.576,7.8768,3.1972,7.9537
66.3771,7.2964,5.1046,7.0894,5.9596,5.3649,7.0808,5.0806
66.9074,7.5483,6.7272,5.3091,7.0959,2.8662,5.4167,3.472
67.502,4.7254,7.3565,8.3875,6.9032,7.1334,-0.2066,9.9942
72.3246,5.5516,3.9007,4.9566,4.0707,4.9412,4.0694,6.0248
72.4811,8.1547,5.0879,7.1947,4.0204,6.0782,4.8821,8.1063
73.0063,6.0667,5.8419,7.1747,5.8147,3.0146,5.2368,2.6604
79.6554,9.5622,7.3407,6.524,1.793,2.4381,6.465,4.4963
82.0157,5.0952,5.9555,6.3542,4.9436,5.8469,6.1897,1.5292
87.713,3.228,5.3176,8.9522,3.4409,0.5759,8.2017,2.4585
99.816,8.8256,4.7854,5.8457,3.717,8.0334,2.531,6.8559
90.2885,5.6542,7.0232,5.7685,3.3296,6.3649,2.8875,7.2334
74.0174,2.4455,5.8793,7.0821,4.4801,3.644,7.4502,2.1158
119.978,10.2288,6.4279,8.4071,1.8056,5.4544,4.7538,9.9378
50.3914,0.5124,8.0131,8.1705,9.8216,1.6385,3.1984,8.6348
109.9728,6.3073,0.0821,1.9273,0.033,10.0298,9.8598,-0.1948
119.6528,9.7012,-0.0299,-0.2699,-0.3216,-0.4404,10.0385,-0.2582
75.8901,5.2939,7.5704,8.3512,7.1937,7.0902,-0.3165,8.9402
70.042,8.877,3.5517,4.7437,3.6557,4.8245,3.3061,6.2538
79.4723,10.1146,3.3755,7.6251,3.1548,8.2226,2.6751,7.9862
66.3538,6.7373,4.9407,7.0484,6.1778,5.4483,7.2101,4.9735
66.9721,8.1071,7.412,5.3522,7.2558,2.9825,4.7765,2.8456
67.6174,5.0267,6.668,7.665,6.7264,6.8368,-0.079,9.8601
71.7306,6.1671,3.6942,5.0985,4.2203,4.9856,4.4263,5.5048
71.7531,8.3697,5.3884,6.8702,4.4247,5.6723,4.5307,8.31
72.8192,6.4762,5.5909,7.1622,5.7963,2.8037,5.076,3.1535
79.8352,10.0804,7.2517,6.8246,2.0228,2.0819,6.1465,3.7375
82.2575,5.1027,6.4689,5.7272,4.5121,6.4553,6.1135,2.3039
87.5269,3.1267,4.7886,8.6664,3.2718,1.2112,7.83,2.1345
99.9287,8.764,5.2226,5.7828,3.8275,8.052,3.2749,7.0757
89.6943,5.8744,7.4664,5.5014,3.3984,5.9491,2.5424,6.8241
74.3279,1.9574,5.9141,7.3658,3.7243,4.359,6.8609,1.93
119.9164,9.9475,6.4731,7.5569,2.3573,5.4368,5.0168,10.2329
49.513,1.0495,8.3468,7.7174,9.5674,2.4247,3.0675,9.2823
109.5432,6.1983,0.2182,2.4748,0.4408,9.9321,10.3393,0.4994
120.0167,10.1431,-0.0612,0.257,0.2815,-0.2197,9.7262,0.2488
76.2375,5.1263,8.4523,8.2475,6.6642,7.1363,-0.0103,8.5006
70.3798,9.167,3.6845,5.094,4.234,4.6302,3.076,5.6195
78.8541,10.2174,2.5874,7.6753,2.9729,8.2005,3.142,7.5555
66.3773,6.6977,4.5991,7.1103,5.6865,5.396,7.1631,4.8119
66.7832,7.6654,7.4699,4.9451,7.2431,3.3972,5.2131,3.0748
67.6423,5.4053,6.9479,7.9706,7.3122,6.8648,0.4419,9.6404
72.4303,6.0578,4.4174,5.2949,3.6388,4.6668,4.4921,6.1235
72.0111,7.5013,4.9537,6.7349,3.6134,6.022,4.6799,7.7952
72.6721,5.8303,5.92,7.272,5.8165,3.2055,4.9618,2.9556
80.2903,9.6059,7.0875,7.0099,1.7294,1.8088,5.7484,3.7506
81.9075,5.4923,5.5085,6.1969,5.1502,5.5513,6.4473,2.3157
87.8316,3.267,5.4197,9.127,2.882,1.2496,8.1376,2.4052
99.9277,9.1322,5.1942,6.4308,3.9419,7.9123,3.3298,6.6441
90.2642,5.7662,7.1567,6.2245,3.1351,5.8234,2.8902,6.7491
73.6511,2.3181,6.0086,7.2663,3.5722,3.9955,6.8632,2.2977
119.9217,10.0459,6.3093,7.5402,2.4747,4.9131,4.5255,10.4966
49.5978,1.4683,8.4618,8.3355,10.4782,2.1134,2.938,8.964
109.7332,6.189,-0.4795,1.6149,-0.0928,10.0996,9.8522,0.4815
120.08,10.4382,0.1379,-0.1543,-0.2625,0.1576,9.7918,0.4927
76.1124,5.3658,7.998,7.9418,7.1683,6.6392,0.1998,8.6374
70.4062,8.8477,4.0172,5.385,4.083,5.2803,3.0868,5.6091
78.5094,10.1512,2.788,8.2347,2.6325,8.0701,2.5644,8.3443
66.1946,6.6732,4.76,7.0515,6.1434,5.2191,7.4332,4.5288
66.7651,7.6017,7.4057,5.4781,6.7638,2.9128,5.0501,2.85
67.7487,4.9186,6.8355,7.9534,6.7804,7.2308,0.318,10.2007
72.3433,6.0364,3.779,5.0714,3.5806,5.0955,4.375,6.0393
71.8059,7.7605,4.9987,7.2919,4.2616,6.2375,4.7872,8.2712
73.2323,5.5676,5.6292,6.8103,5.8378,3.3068,4.7103,3.4901
79.5143,10.4299,6.5251,7.2495,2.0873,2.0047,6.4218,4.0971
82.4065,4.5732,5.7335,6.4666,4.7021,6.3576,6.418,2.2442
88.0672,3.2588,4.8393,9.228,3.0272,0.7085,7.7041,2.2626
99.7795,8.9157,4.5716,6.1468,3.57,8.3705,3.4072,7.4924
90.4244,5.7326,6.9506,6.3893,3.364,6.0703,3.0986,7.301
74.0349,2.4247,6.0063,7.0858,3.8538,4.0952,7.0371,1.8125
119.7967,10.0996,6.2318,7.8598,2.3834,5.0202,5.4115,9.5657
49.8683,0.5475,8.3365,7.9502,10.3194,1.7303,2.576,9.2073
109.8779,5.7493,0.4568,1.7549,0.2922,10.369,10.0744,0.1665
120.3178,10.2306,-0.4357,0.1183,-0.278,0.279,9.7224,-0.3275
75.8587,4.9456,8.0279,8.3783,7.475,6.7775,-0.3468,9.0539
69.8407,9.464,4.081,4.5071,4.0779,5.3134,2.7473,5.699
78.6,10.0571,2.742,7.5437,2.7593,7.9268,2.9182,7.8411
65.6661,7.1188,5.3844,7.4542,5.5397,4.8576,7.2994,5.0665
67.104,8.1853,7.1155,4.8543,6.7188,2.7656,4.9243,2.785
67.7267,5.1088,7.1405,7.732,6.9967,6.6501,-0.1848,9.676
72.4056,6.1365,4.1429,5.283,4.1232,5.3944,3.9795,5.9913
72.294,7.6995,5.0221,7.1926,4.0151,6.3491,4.9721,7.5074
72.6233,5.6847,5.7353,7.3323,5.6712,2.802,4.6853,3.3925
80.1663,9.7031,7.4282,6.6433,1.5998,2.263,5.9101,4.0765
82.0726,4.9696,6.2056,5.9001,5.1829,5.69,6.1892,1.5084
87.7557,3.0509,5.4506,9.4287,3.2368,1.2993,8.1575,1.5445
99.8416,9.3567,4.7147,5.9547,3.7375,8.1103,3.188,6.6722
90.1775,6.487,7.2324,6.3145,3.4615,5.6628,3.3086,6.6049
73.643,1.5951,6.4322,6.6398,4.3459,4.1383,6.9212,2.3066
119.6105,9.782,6.0463,8.081,1.9801,5.3588,5.3648,10.2433
50.354,0.8067,7.6054,7.8684,9.5416,2.0283,2.8845,9.3658
109.8941,5.8066,-0.0319,1.5111,-0.452,9.7796,9.9261,0.4151
119.9377,9.9641,-0.3685,0.2741,0.0076,0.3433,10.0801,-0.283
76.0341,5.4511,7.6828,8.2088,7.3675,6.6007,-0.3678,9.2033
70.0702,8.6571,3.9046,4.934,3.9633,5.1031,3.179,5.6833
78.7834,10.3623,3.0085,8.3109,2.5741,8.0398,3.1012,8.4557
65.8078,7.267,5.0519,6.6528,6.3934,4.6736,7.1964,5.3873
67.4218,8.2989,7.2002,4.8276,6.8176,3.4731,5.0121,2.943
68.2978,4.857,7.0307,7.9656,7.0571,6.8948,0.1116,10.1435
72.179,5.7306,4.3626,4.6283,3.5426,4.841,4.2381,6.045
71.901,7.5493,4.7645,6.6181,4.0438,6.318,4.5688,8.4584
72.8907,6.4015,5.9256,6.8564,6.2935,3.1114,4.7525,2.5072
80.3848,9.7882,6.9325,7.4909,1.5183,2.0009,6.3963,4.3109
81.9137,4.5754,5.5551,6.2652,4.6021,6.0629,6.0318,2.1197
87.7023,2.9578,4.8415,8.8842,3.0793,0.9736,8.3843,1.5812
100.4324,9.1257,4.5606,5.5328,3.5678,8.4646,2.5506,7.2981
90.0387,5.8714,7.1727,6.0098,3.0277,5.8243,3.379,6.5502
74.3725,1.9125,6.2059,6.51,4.256,3.8287,7.4072,1.8065
119.6619,9.5998,5.9552,8.3039,2.3009,4.7571,4.7513,10.056
50.4101,1.3934,8.2903,7.7692,9.5902,1.9433,3.0659,9.4275
109.7528,5.9948,-0.484,1.6322,-0.4052,10.2239,10.447,-0.0026
119.599,10.4773,0.3013,0.006,0.053,0.4464,10.4101,-0.3143
75.7028,5.028,7.7189,8.3971,6.5192,7.1836,-0.0975,9.2407
70.4495,9.3447,3.9101,5.3092,4.2737,5.1805,3.4832,6.4713
79.422,10.2648,2.709,8.4423,2.8617,8.3077,3.1708,8.3723
66.1222,7.4042,5.0581,7.2574,6.1051,5.4963,6.5728,4.9521
66.7659,7.5258,7.1764,5.2196,6.9536,2.6325,4.8153,2.6198
67.6687,5.4167,6.826,8.2666,7.1669,7.3634,-0.186,10.1085
72.4196,5.5292,3.6569,5.1126,4.0408,5.3477,4.2029,5.8648
71.6743,7.8834,5.0278,6.7989,3.8595,5.647,4.978,7.938
73.3533,6.2923,6.1055,6.938,6.265,3.376,4.5083,3.2253
80.0875,9.5833,6.561,7.021,1.9883,2.0399,6.4731,3.8015
81.9601,5.425,6.116,6.1747,4.8902,6.4306,5.837,2.049
88.0093,2.9395,4.528,8.5079,2.8694,0.6202,8.0727,1.7743
99.915,8.7958,4.7486,5.5149,4.3144,8.0213,2.6115,6.7832
90.3942,6.0516,6.6802,5.8049,2.7385,6.0323,2.9319,6.6338
73.6426,1.8965,5.9508,7.3301,4.2354,3.9056,6.5703,1.9914
120.4494,10.3382,5.5013,7.6331,1.8615,4.8491,4.8127,9.7763
49.6098,0.6652,8.2464,7.6319,10.4476,2.0631,3.2697,9.3428
109.934,5.8373,0.399,2.2193,0.0539,9.7088,10.3409,0.4481
120.1186,9.7546,-0.3901,0.3295,0.004,0.1959,9.6797,0.21
75.8643,4.665,8.3416,7.7172,7.1309,6.7424,-0.1094,9.3388
69.5213,9.0357,3.7117,5.1254,3.7898,4.6387,2.9005,6.0428
78.6044,10.2152,3.4556,7.6704,3.4053,7.8767,3.1929,7.7393
66.1911,6.5129,5.0234,7.3744,5.9445,4.7733,6.7362,4.6839
66.9911,8.2362,7.1344,4.8877,7.1219,2.5379,4.7636,2.5654
68.3647,5.0908,6.8015,8.3699,7.0716,7.1302,0.393,10.4983
71.6521,5.9598,4.4891,5.3078,3.622,5.3097,3.6869,6.305
72.2861,8.0286,4.8705,6.9434,4.1888,5.8671,5.0372,7.7318
73.0245,5.6432,5.6339,7.0824,6.2755,2.5471,5.1795,2.6979
79.9653,9.8452,6.7634,7.4417,1.9022,2.0505,5.978,4.3351
82.2105,5.4984,6.2921,6.0048,4.8063,6.0569,5.7951,2.4454
87.501,2.8763,4.5987,9.4565,2.9741,1.1835,8.2141,1.5038
100.2865,8.8976,4.9601,5.6829,4.0878,7.6253,2.687,6.6018
90.1147,6.298,7.3353,6.1154,3.0311,6.0116,3.2697,6.8971
73.673,2.4622,6.256,7.2729,4.0498,3.6041,7.0945,1.9297
120.184,9.6723,6.109,8.1352,1.7595,5.1753,5.3067,10.4319
49.9966,0.6063,8.0124,7.8435,10.3339,1.8634,2.5983,8.5239
109.8422,6.0383,-0.0379,2.4857,-0.351,9.5256,10.4121,0.0905
120.3223,9.8283,0.2863,-0.1477,-0.4286,0.4569,9.7505,0.4382
75.7442,5.0037,8.0609,7.5072,6.8773,6.5662,-0.2185,9.0145
69.8954,8.9549,4.296,5.3839,3.8263,5.0018,2.8518,5.5942
79.2649,9.983,3.0222,8.2535,3.001,8.2421,3.4547,8.4983
66.4348,6.5081,5.231,6.699,5.6985,5.3749,7.1864,5.0523
67.3919,8.0334,7.3968,4.5008,6.9023,3.3809,5.2991,2.6212
67.8072,4.9744,6.5487,8.2563,6.879,6.8652,0.2045,9.9236
72.0569,6.2723,4.2229,5.0623,4.224,5.0964,3.9981,6.1283
71.9465,7.6647,5.2971,6.8908,3.8984,5.8223,5.4074,8.1117
73.1879,6.1456,5.9193,7.2387,5.8489,3.1095,4.8248,2.9205
80.4421,10.1976,7.4469,7.0534,1.8861,1.5623,5.5064,4.1254
81.992,5.2993,6.0746,5.8706,4.7029,6.0445,6.2294,2.4383
87.8511,2.8007,4.8018,8.6434,2.5719,0.5255,8.4048,1.5488
99.8843,9.1479,4.9207,6.0313,3.7097,7.855,2.5882,6.5593
89.6084,6.2699,6.9363,6.3148,2.9146,5.6505,3.2835,7.2603
74.2066,1.8137,5.6711,7.0965,4.2368,4.4008,6.7912,1.6778
120.3825,10.1126,6.3341,7.8651,2.4976,5.1482,4.6739,10.3831
49.5535,0.9033,8.2799,8.3698,10.4062,2.4649,2.8084,9.4605
110.0537,5.5655,-0.2659,1.8494,-0.1207,9.6152,9.6638,0.2223
119.5753,9.7244,-0.08,0.1818,0.3522,0.3158,9.7441,0.3739
76.1281,5.156,8.4487,7.7057,6.925,6.6846,-0.0895,8.9487
70.0256,8.5956,4.3864,5.1413,3.9159,4.6893,2.7988,6.2316
78.9641,10.0742,3.4343,7.9793,2.955,8.486,2.5075,7.9511
66.0372,6.8092,5.484,7.1248,6.4754,5.2226,7.4331,4.6571
66.5378,7.9153,6.9382,4.9754,7.1313,2.9932,5.0263,2.5008
67.5954,4.5935,6.7855,8.0714,6.5251,7.3209,-0.4736,9.9634
71.8944,6.2583,3.8392,4.6943,4.3398,5.0167,4.2167,6.2049
71.832,7.9643,4.92,6.5512,3.9923,5.5203,4.5339,7.9712
72.8037,6.4822,5.8708,6.702,6.238,2.7491,4.9118,3.2122
80.2936,9.5209,6.9759,6.8313,1.966,2.29,5.9837,3.8879
82.0995,5.4641,5.8991,6.1993,4.6469,6.1356,6.4732,2.3301
88.2416,3.0095,4.5769,9.4748,3.238,0.6401,8.4343,2.1982
100.1449,8.7352,4.5773,5.6529,4.1472,7.5444,3.2126,6.9065
90.3711,5.986,7.2071,5.5434,3.3737,6.2288,2.5986,7.4078
74.0912,2.3564,6.4248,7.1321,4.1203,4.272,6.661,2.1982
119.8708,9.5967,5.7108,7.7084,1.5505,4.5937,4.8,9.9658
50.3706,0.7237,7.8605,8.1191,9.8168,2.2274,2.7142,8.5448
110.3669,6.0094,-0.3182,1.6283,-0.2735,10.3686,10.0472,0.3211
120.2459,9.8937,-0.3673,-0.2559,-0.371,-0.3731,10.0534,-0.469
75.61,4.6358,7.9823,7.5378,6.8593,6.8913,-0.3663,8.5587
70.1053,8.7998,4.4326,4.6993,4.0209,4.8331,3.0252,6.1118
78.9919,10.1613,3.3069,7.7758,3.2545,7.5453,3.3639,7.5782
66.0119,7.172,4.8049,7.4287,6.0062,4.9276,7.0167,4.7063
67.1161,7.9558,7.1366,5.3062,6.5731,3.0291,5.0091,3.2906
67.6652,4.8277,7.4167,7.9013,7.345,7.4514,0.3234,10.0531
72.2264,5.6457,4.1921,4.5062,3.966,4.5289,3.8406,5.6969
72.4981,8.3188,5.3891,7.0096,4.4447,6.3995,4.9663,8.321
72.9295,5.8056,5.9882,6.9334,5.582,2.7794,5.484,2.9721
80.409,9.7469,6.5604,6.8029,1.986,2.2672,5.8282,4.1239
81.6202,4.8905,5.5999,6.0278,5.1373,6.3535,5.8386,2.4972
87.6045,3.2056,4.7966,9.4915,2.7041,1.4048,7.687,2.0823
99.5695,9.4132,5.4196,6.2756,4.4791,8.3802,3.0488,6.587
89.9837,6.3974,7.4738,5.8814,2.9871,6.4492,3.2811,6.6647
74.2243,2.415,6.1165,7.3675,4.4681,3.8548,6.5496,2.0147
120.3508,9.5922,5.8012,8.0505,2.2637,5.2113,5.0881,10.3807
50.1875,0.6685,7.682,8.3871,10.2223,1.7808,3.336,8.9216
109.6657,5.5822,0.4869,2.1717,0.4418,10.4985,9.6621,-0.0588
119.5638,10.2265,-0.1371,-0.3686,-0.0238,-0.3715,10.0576,0.3011
75.9578,5.0858,7.7711,7.5388,6.9143,6.6027,0.3978,8.8737
70.4219,9.2421,4.109,5.1721,4.2549,5.3664,3.3719,5.9007
78.7905,9.5072,2.9012,8.478,2.9573,7.5383,3.4976,8.1107
65.7214,6.814,5.3077,7.0655,6.191,4.5644,7.2379,4.9842
66.8586,8.2693,7.2868,4.9601,6.8309,3.0664,4.5784,2.941
67.6935,5.4812,6.8467,8.4663,7.1833,6.9014,0.2158,10.0689
72.1449,5.516,4.3964,4.6885,3.8285,5.3783,4.1005,6.4486
72.3051,7.9237,5.0836,6.8397,4.0074,5.5172,4.5622,7.7379
72.9727,5.9375,5.7441,7.191,6.3316,3.1384,5.2634,3.197
80.0096,9.6687,7.067,7.1605,2.0086,1.8626,5.8598,4.4031
81.6748,5.2005,6.1437,6.4481,5.3859,6.3122,6.3428,1.6338
88.2265,2.897,4.9812,8.8624,2.8039,0.6139,7.558,1.8159
99.5526,9.2194,4.6087,6.3914,4.4645,8.0203,2.8937,6.6695
90.2126,6.3389,6.6951,5.9095,3.4287,5.8713,3.0235,6.9579
73.6467,2.3041,5.7795,7.3721,4.0812,4.3901,7.4033,2.0652
120.0556,10.0259,6.4453,8.3839,2.4294,5.4738,5.1483,10.3308
50.1336,1.0244,8.2087,8.3565,9.566,1.6873,3.2643,8.5063
110.2885,5.5874,-0.4609,2.0676,-0.156,9.611,9.8203,0.4315
119.9772,10.2462,-0.1284,0.4425,-0.1348,0.3406,9.5914,0.1529
75.6099,5.4087,7.8374,8.4967,6.8328,6.7644,-0.0352,8.8006
70.2911,8.7411,4.2126,4.9465,3.5681,5.3925,3.4111,5.6507
78.6675,9.9711,2.9903,8.2968,3.3008,7.8904,3.0882,7.9914
65.6759,6.6944,5.0513,7.0163,6.2089,4.9812,7.0369,4.7083
67.2346,8.1003,7.3531,4.8299,6.6747,3.3899,4.548,2.5621
68.2683,5.0231,6.5259,7.8632,7.3795,6.7067,-0.2368,9.713
72.0765,5.8764,4.1247,5.2489,4.2994,4.7717,3.6893,6.0876
71.6361,7.5457,4.5484,6.807,3.7627,6.3271,5.4936,7.9818
72.9716,5.7733,5.5907,6.507,6.2591,2.6244,5.1446,2.8174
79.8279,10.3405,6.8812,6.9366,1.759,1.9613,5.6623,4.1509
82.1001,5.3743,6.3041,5.8054,5.2006,5.5046,6.1105,2.4097
88.0867,3.4572,5.1075,8.8031,3.0397,1.3134,8.2812,2.4678
99.563,9.312,5.3936,5.644,4.0013,8.4267,3.4139,6.5752
90.0641,6.361,7.0326,5.7558,3.1754,6.4027,3.4429,7.3025
74.0917,1.8009,5.8976,6.5385,3.9487,4.2465,6.7881,1.9504
120.2758,10.1446,6.3371,8.3608,1.847,4.6801,4.6046,9.5882
49.6772,1.0197,7.6799,7.8558,9.5483,2.2824,3.0302,9.4748
110.4772,5.5496,-0.2023,1.6153,-0.0372,10.1375,10.35,-0.498
119.9635,9.6296,-0.3553,0.1971,-0.0561,0.4196,10.3031,0.4399
75.7899,4.804,8.2263,7.8494,6.9164,7.0927,0.0517,8.8054
70.2945,9.4182,3.9556,4.8496,3.8092,4.5089,3.3507,6.0495
79.4232,10.0758,3.1873,7.6666,2.8976,7.6825,2.5309,7.7665
65.8223,6.7881,4.5502,6.8446,6.1977,5.4404,7.2838,4.5171
66.7691,7.9707,6.9311,5.0188,7.3094,3.0242,4.7424,3.404
67.6677,5.3675,6.9413,8.0362,7.3625,7.0771,-0.1248,10.1136
71.6322,6.1107,4.2997,4.9998,4.0586,5.1814,4.0361,6.1268
72.3045,7.9956,4.9305,7.2449,3.7404,5.8582,5.2162,7.6035
73.1794,6.1807,6.438,7.0786,6.2124,3.0424,5.4518,3.3083
79.7651,10.4288,7.0712,6.8562,2.2303,1.9401,5.8155,3.5498
82.1566,4.9967,6.3307,6.1245,5.3804,6.3003,5.5538,1.785
88.0154,3.4941,4.9133,8.601,3.4902,0.5206,7.5138,1.7901
99.86,8.9657,5.2606,6.3875,4.4058,8.423,3.2192,7.0004
90.4029,5.6717,7.2097,5.5503,2.6396,6.1964,3.4917,7.2481
73.9448,1.5329,5.9721,7.0584,4.2287,4.4387,6.6407,1.9171
119.9603,10.3349,6.2282,8.0068,1.856,5.4189,5.4869,10.357
50.3066,0.753,7.6568,8.1016,9.6429,2.2798,3.1875,9.4838
110.2708,6.4185,0.1079,2.205,-0.1643,9.9907,10.2026,0.3467
120.1641,9.7534,0.3192,0.4719,-0.4871,0.1448,10.005,-0.2755
76.2672,5.2761,7.9296,8.1444,7.2103,6.6382,-0.0083,9.195
70.4039,9.4518,3.8977,5.2391,3.8736,5.1729,2.5562,5.9347
78.8172,9.9755,3.4484,8.0768,2.5139,8.438,3.4735,7.6738
65.6558,7.1798,5.234,6.5498,6.4363,4.9786,7.0074,4.9603
67.3671,7.6311,7.4191,5.4561,7.0557,2.5283,4.9746,3.0968
67.8502,4.8839,6.5269,8.2073,7.1058,7.08,0.2141,9.908
71.7059,5.6769,4.0219,4.8167,4.2509,5.2689,4.1254,5.9405
71.885,7.9732,5.0472,7.1006,3.5215,6.229,4.6309,8.2019
72.8363,5.9057,5.9488,6.7948,6.338,2.5679,4.8462,2.6688
79.8751,9.9371,6.5925,7.09,1.7567,1.6553,5.5622,3.7686
82.3138,5.3712,6.446,6.0411,4.7298,5.9667,5.5705,2.1511
87.9479,3.0746,5.3214,9.4192,3.395,1.4855,7.609,1.6049
99.6728,9.1042,5.1437,5.6865,3.8803,7.7544,3.057,6.6523
90.435,6.0122,7.2062,6.4939,3.0976,5.5274,3.3104,7.0716
73.7575,2.0586,5.8163,6.691,3.5225,3.9602,6.7626,1.6861
119.9333,9.7991,6.4731,7.5768,2.1054,4.7201,4.504,9.8538
49.7289,0.5874,8.033,8.1779,10.4619,2.0424,3.3308,8.7669
109.6096,5.9488,0.4791,2.2569,0.1347,10.1211,9.8032,-0.1886
119.8355,9.9722,-0.2367,-0.3212,-0.4497,0.26,9.9071,-0.4556
76.0722,5.3038,7.6409,7.9422,6.9053,7.4215,-0.4846,8.7333
69.8318,8.6129,3.6536,5.4111,4.4643,4.979,3.2766,5.9189
79.1463,10.036,3.3826,7.9711,3.2508,8.3897,2.7872,7.6561
65.5445,6.6052,5.4927,6.5866,5.6219,4.6837,7.3846,5.4118
67.4725,7.8605,7.2965,4.5707,7.1262,3.4425,5.1139,2.9319
68.4754,5.0963,7.1656,7.6711,7.4538,7.3022,0.0316,9.8905
72.351,6.1363,4.1531,4.5739,3.677,5.2024,4.3729,6.2971
72.0545,8.4892,4.9842,7.0311,4.4206,6.2436,4.6644,8.1207
73.1421,6.053,6.4715,7.1442,6.3221,2.5132,5.3438,3.3667
79.9477,10.3626,6.6202,6.7933,2.3402,1.9794,6.04,3.9617
82.2239,4.8251,5.8797,6.4613,5.1636,6.2128,5.5864,2.3864
88.2085,2.6219,5.1581,8.5517,3.2868,0.527,7.7683,1.8357
99.5647,9.33,4.9235,5.9527,4.432,7.5024,2.5991,7.0585
89.9037,5.9088,6.9164,5.9542,3.2122,5.8945,3.2891,6.6539
73.5301,2.2262,6.2834,7.1582,4.4136,4.3558,6.5229,1.8663
